494	1.484892	0.00000000	0	Write	41108184	8	
495	1.484993	0.00000000	0	Write	154682664	8	
496	1.485036	0.00000000	0	Write	13576568	8	
497	1.485048	0.00000000	0	Write	4460952	16	
498	1.485087	0.00000000	0	Write	68815288	8	
499	1.485196	0.00000000	0	Write	13576656	8	
500	1.485315	0.00000000	0	Write	7918256	8	
501	1.485352	0.00000000	0	Write	7940384	16	
502	1.485357	0.00000000	0	Write	114977328	8	
503	1.485383	0.00000000	0	Write	13576704	16	
504	1.485469	0.00000000	0	Write	114978840	8	
505	1.485563	0.00000000	0	Write	13577192	16	
506	1.485647	0.00000000	0	Write	114992344	8	
507	1.485758	0.00000000	0	Write	13577664	8	
508	1.485874	0.00000000	0	Write	114992824	8	
509	1.485924	0.00000000	0	Write	13577680	8	
510	1.486033	0.00000000	0	Write	13577696	24	
511	1.486054	0.00000000	0	Write	114992840	8	
512	1.486129	0.00000000	0	Write	115006000	8	
513	1.486187	0.00000000	0	Write	115016328	8	
514	1.486231	0.00000000	0	Write	115016472	8	
515	1.486276	0.00000000	0	Write	115069120	8	
516	1.486360	0.00000000	0	Write	115096816	8	
517	1.486455	0.00000000	0	Write	241626040	8	
518	1.486676	0.00000000	0	Read	241670880	32	
519	1.486771	0.00000000	0	Write	538240064	32	
520	1.486821	0.00000000	0	Write	538077824	32	
521	1.486861	0.00000000	0	Write	241670896	8	
522	1.486947	0.00000000	0	Write	241683472	8	
523	1.487006	0.00000000	0	Write	241683648	8	
524	1.487055	0.00000000	0	Write	242045392	8	
525	1.487100	0.00000000	0	Write	242112504	8	
526	1.487143	0.00000000	0	Write	242112560	8	
527	1.487187	0.00000000	0	Write	242112600	8	
528	1.487202	0.00000000	0	Read	521054088	128	
529	1.487248	0.00000000	0	Write	242112640	8	
530	1.487303	0.00000000	0	Write	242140512	8	
531	1.487373	0.00000000	0	Write	242140856	8	
532	1.487437	0.00000000	0	Write	242141104	8	
533	1.487488	0.00000000	0	Write	242141176	8	
534	1.489664	0.00000000	0	Read	60623794	64	
535	1.490391	0.00000000	0	Read	60623946	64	
536	1.491046	0.00000000	0	Read	60624082	64	
537	1.491572	0.00000000	0	Read	60624018	64	
538	1.492140	0.00000000	0	Read	60624146	64	
539	1.492452	0.00000000	0	Read	60623018	64	
540	1.492751	0.00000000	0	Read	173631466	8	
541	1.493010	0.00000000	0	Read	173631562	64	
542	1.493311	0.00000000	0	Read	173628674	64	
543	1.493645	0.00000000	0	Read	311581770	64	
544	1.494079	0.00000000	0	Read	311582691	32	
545	1.494396	0.00000000	0	Read	311581706	64	
546	1.494719	0.00000000	0	Read	311581986	64	
547	1.495003	0.00000000	0	Read	311581922	64	
548	1.495320	0.00000000	0	Read	311582066	64	
549	1.495666	0.00000000	0	Read	311579226	64	
550	1.496101	0.00000000	0	Read	338032710	32	
551	1.496481	0.00000000	0	Read	338030546	64	
552	1.496784	0.00000000	0	Read	338033382	32	
553	1.497100	0.00000000	0	Read	338030778	64	
554	1.497403	0.00000000	0	Read	338030714	64	
555	1.497731	0.00000000	0	Read	338030882	64	
556	1.498064	0.00000000	0	Read	121023378	64	
557	1.500229	0.00000000	0	Read	121023851	32	
558	1.500574	0.00000000	0	Read	121023314	64	
559	1.500975	0.00000000	0	Read	121023586	64	
560	1.501257	0.00000000	0	Read	121023522	64	
561	1.501566	0.00000000	0	Read	121023666	64	
562	1.501924	0.00000000	0	Read	301217514	64	
563	1.503950	0.00000000	0	Read	301218393	32	
564	1.505465	0.00000000	0	Read	301217610	64	
565	1.505818	0.00000000	0	Read	301217578	32	
566	1.506163	0.00000000	0	Read	301217794	64	
567	1.506520	0.00000000	0	Read	301217730	64	
568	1.506865	0.00000000	0	Read	301217882	64	
569	1.507386	0.00000000	0	Read	30944714	64	
570	1.507710	0.00000000	0	Read	30944778	64	
571	1.508123	0.00000000	0	Read	106238922	64	
572	1.508468	0.00000000	0	Read	106239352	32	
573	1.508777	0.00000000	0	Read	106238858	64	
574	1.509089	0.00000000	0	Read	106239106	64	
575	1.509417	0.00000000	0	Read	106239042	64	
576	1.509767	0.00000000	0	Read	106239186	64	
577	1.510271	0.00000000	0	Read	329642386	64	
578	1.510519	0.00000000	0	Read	329643446	32	
579	1.510786	0.00000000	0	Read	329642322	64	
580	1.512694	0.00000000	0	Read	329642474	64	
581	1.513066	0.00000000	0	Read	329642586	64	
582	1.513423	0.00000000	0	Read	329642714	64	
583	1.513781	0.00000000	0	Read	329641490	64	
584	1.518434	0.00000000	0	Read	29794130	64	
585	1.518797	0.00000000	0	Read	29794082	48	
586	1.519084	0.00000000	0	Read	29794251	32	
587	1.519470	0.00000000	0	Read	29794194	49	
588	1.519870	0.00000000	0	Read	210649082	64	
589	1.520252	0.00000000	0	Read	210649679	32	
590	1.520555	0.00000000	0	Read	210649018	64	
591	1.520838	0.00000000	0	Read	210649170	64	
592	1.521149	0.00000000	0	Read	210649242	64	
593	1.521474	0.00000000	0	Read	210649378	64	
594	1.521743	0.00000000	0	Read	210649314	64	
595	1.522066	0.00000000	0	Read	297845068	32	
596	1.522325	0.00000000	0	Read	520982848	48	
597	1.522690	0.00000000	0	Read	297844410	64	
598	1.523022	0.00000000	0	Read	297845508	32	
599	1.523334	0.00000000	0	Read	297844346	64	
600	1.523647	0.00000000	0	Read	297844642	64	
601	1.523964	0.00000000	0	Read	297844578	64	
602	1.524266	0.00000000	0	Read	297844730	64	
603	1.524594	0.00000000	0	Read	297843354	64	
604	1.525012	0.00000000	0	Read	423831458	64	
605	1.525408	0.00000000	0	Read	423758682	64	
606	1.525676	0.00000000	0	Read	520244168	128	
607	1.526083	0.00000000	0	Read	423834226	64	
